Factor_1;Factor_2;Factor_3;Factor_4;Factor_5;Factor_6;Factor_7;Factor_8;Factor_9;Factor_10;Factor_11;Factor_12;Factor_13;Factor_14;Factor_15;Factor_16;Factor_17;Factor_18;Factor_19;Factor_20;Factor_21;Factor_22;Factor_23;Factor_24;Factor_25;Factor_26;Factor_27;Factor_28;Factor_29;Factor_30;Factor_31;Factor_32;Factor_33;Factor_34;Factor_35;Factor_36;Factor_37;Factor_38;Factor_39;Factor_40;Factor_41;Factor_42;Factor_43;Factor_44;Factor_45;Factor_46;Factor_47;Factor_48;Factor_49;Factor_50;Factor_51;Factor_52;Factor_53;Factor_54;Factor_55;Factor_56;Factor_57;Factor_58;Factor_59;Factor_60;Factor_61;Factor_62;Factor_63;Factor_64;Factor_65;Factor_66;Factor_67;Factor_68;Factor_69;Factor_70;Factor_71;Factor_72;Factor_73;Factor_74;Factor_75;STATUS
0.5;0.7;1;20068;2;2.333333;13686.33333;19012;16668;3;0.5;8;23;3;8;14;0.666667;0.666667;10;0.5;0.5;1;0.666667;0.75;2;0.75;10034;23;0.666667;13;1;57727;23;0.333333;3.5;4;4254.5;2;7;2;14012;7;6;0.5;14431.75;6.5;7;3.5;7;1;32550;0.5;16668;3400;1;0.510499;0.5;0.5;1;0.666667;0;1;73790;0;43901;0;0;0;63;0;0;0;2;0;0;0
0.75;0.705556;0.875;234205;4;3.333333;46771;114889;116250;4;0.8;90;17;4;10;127;1;1;19;0.375;0.4;0.5;0.5;0.8;2;0.8;78068.33333;32;0.5;84;1;1859243;17;0.666667;18.6;5;26302.5;3;46;6;49889;46;29.25;0.6;232405.375;21;10;15.875;46;6;1042812;0.2;1718930;0;3;0;0.5;0.307692;2;0.333333;0.375;0;600000;0.125;311022.25;0;0;0.625;4;0.011111;0;0;1;0;0;0
0.545455;0.566265;0.454545;0;3;2.166667;6494.333333;22000;0;3;0.6;28;5;4;2;47;1;0.75;2;0.181818;0.6;1;1;0.6;3;0.8;0;5;0.75;45;0.75;460471;5;0.666667;3.125;5;5534;2;19;6;12000;19;9;0.375;41861;7.5;13;4.272727;10;7;394988;0.25;421505;0;2;0;0.5;0.428571;3;0.666667;0.272727;0;299999;0.272727;78129;1;0;0;17;0.084337;1;0;1;1;1;0
0.5;0.166667;1;0;0;0;0;0;0;0;0;12;1048;0;0;17;0;0;0;0;0;0;0;0;0;0;0;1048;0;5;0;58310;1048;0;5;0;0;0;12;1;0;5;8.5;0;29155;5;0;8.5;12;0;17721;0;58310;0;1;0;0;0;0;0;1;0;92105;0;92105;0;0;0.5;2356;0.117647;0;0;0;0;0;0
0.642857;0.394737;1;65966;5;1.071429;8034.857143;126531;27665;6;0.357143;14;11;11;14;15;0.833333;0.454545;23;0.642857;0.142857;0.4;0.333333;0.428571;2;0.785714;7329.555556;11;0.181818;12;0.545455;112488;11;0.642857;1.5;14;6091.25;9;5;9;69500;5;0.2;1;8034.857143;1.714286;15;1.071429;5;5;27665;1;0;3300;0;0;0.857143;0.2;2;0.142857;0;0.144757;69500;0;16175.85714;0;0;0;26;0.026316;5;10;0;4;5;1
0.75;0.284615;1;10820;0;0;0;7752;9191;0;0;32;233;0;7;37;0;0;35;0.5;0;0;0;0;0;0;5410;1364;0;11;0;74195;233;0;15;1;0;2;25;3;7752;6;15;0.5;18548.75;5.5;0;9.25;25;0;9191;0;74195;0;2;0;0.5;1;0;0;0.5;0;432286;0;7241;1;0.25;0.75;1515;0.007692;0;0;0;0;0;0
0.5;0.101449;0.75;0;0;1;0;230000;0;0;0;3;290;0;1;7;0;0;1;0.25;0;0;0;0;0;0;0;290;0;7;0;389330;1615;1;1.5;1;0;1;3;2;230000;3;2;1;97332.5;1.75;1;1.75;2;1;210691;0.5;389330;0;1;0;0.25;1;1;0;0.75;0;230000;0;127000;0;0.25;0.5;287;0.014493;0;0;0;0;0;1
0.666667;0.357414;0.666667;15000;0;0;0;15000;15000;0;0;73;791;0;2;94;0;0;82;0.166667;0;0;0;0;0;0;15000;791;0;25;0;220225;791;0;39;0;0;1;57;4;15000;21;18.4;0.5;36704.16667;6.25;0;15.666667;57;0;158795;0;220225;0;3;0;0.5;0.111111;0;0;0.833333;0;185000;0;77592.25;0;0.333333;2.333333;1678;0.045627;0;0;0;0;0;1
0.925926;0.800995;0.925926;617668;8;1.571429;11299.71429;1015512;275001;9;0.470588;158;19;13;99;161;0.888889;0.615385;127;0.814815;0.176471;0.375;0.333333;0.529412;3;0.764706;28075.81818;19;0.230769;81;0.692308;695480;19;0.928571;9.625;17;10018.88889;22;42;25;610000;20;15.5;0.875;25758.51852;4.263158;22;5.962963;42;6;275001;0.75;537284;0;10;0.063804;0.842105;0.517241;4;0.357143;0.111111;0.380182;610000;0;60686.47368;4;0;0;32;0.004975;1;6;1;0;1;0
1;0.375;0.666667;4320;1;1;2160;14000;4320;1;1;6;16;1;2;6;1;1;3;0.666667;1;1;1;1;1;1;2160;1940;1;4;1;13943;0;1;1;1;2160;2;4;3;10000;4;4;1;4647.666667;4;2;2;4;1;9623;1;9623;0;1;0.448924;1;1;1;1;0.333333;1;10000;0.666667;5814;0;0;0.333333;16;0.0625;0;0;0;0;0;1
0.621622;0.763699;0.783784;166942;16;1.68;9194.28;196543;36465;18;0.695652;336;1;20;74;446;0.888889;0.8;85;0.351351;0.608696;0.875;0.777778;0.782609;14;0.869565;12841.69231;14;0.7;186;0.9;1136703;1;0.56;10.190476;23;7669.55;13;69;23;31050;60;24.8;0.47619;30721.7027;20.666667;42;12.054054;60;8;85193;0.285714;906846;0;8;0.079096;0.555556;0.244898;8;0.6;0.27027;0.467615;174654;0.081081;49607.44444;1;0;0.054054;6;0.005137;5;7;4;2;5;0
0.782609;0.246753;0.869565;178046;5;0.789474;10098.52632;147478;20900;7;0.294118;38;11;10;20;38;0.714286;0.5;32;0.695652;0.058824;0.2;0.142857;0.411765;1;0.588235;11127.875;11;0.1;16;0.7;297211;0;0.789474;0;17;10498.81818;16;11;18;15450;5;6;0;12922.21739;1;15;1.652174;11;1;20900;0;105339;0;3;0.671166;0.875;1;0;0.421053;0.130435;0.61219;15390;0.043478;9108.5;0;0.043478;0.086957;11;0.006494;0;0;0;0;0;1
0.5;0.196078;0.75;130728;2;2;6569.5;1305000;117589;2;1;8;14;2;8;10;1;1;25;0.5;1;1;1;1;2;1;65364;0;1;0;1;617862;14;0.5;3;2;6569.5;2;4;2;1300000;0;2;0.5;154465.5;0;4;2.5;4;4;0;0.5;604723;0;1;0;0;0.047619;1;0;0.25;0;1300000;0;0;1;0;0;98;0;0;0;0;0;0;1
1;1;1;29509;0;0;0;22452;29509;0;0;19;1355;0;19;19;0;0;19;1;0;0;0;0;0;0;29509;1355;0;19;0;29509;0;0;0;0;0;1;19;1;22452;19;0;0;29509;19;0;19;19;0;29509;0;29509;0;1;0;1;1;0;0;0;0;0;0;22452;0;0;0;1901;1;0;0;0;0;0;0
0.692308;0.262411;0.769231;100979;3;1.454545;4918.818182;118450;7019;4;0.3;33;16;6;33;37;0.75;0.5;34;0.692308;0.2;0.666667;0.5;0.4;2;0.6;5609.944444;16;0.333333;36;0.666667;109045;16;0.818182;0.285714;10;4733.857143;18;3;18;6900;3;0.666667;0.142857;4194.038462;1.8;16;1.423077;2;2;7019;0.142857;54938;0;10;0.237814;0.9;0.888889;1;0.363636;0.192308;0.394272;30000;0.076923;7058.3;0;0.192308;0.153846;7;0.014184;0;0;1;0;0;1
0;0;1;0;0;0;4080;0;0;0;0;0;118;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4080;0;0;0;1;4080;0;0;0;0;0;0;0;4080;0;0;0;0;0;0;0;0;4080;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136;0;1;2;0;1;1;0
1;0.875;1;259327;3;5.25;64831.75;1411919;177841;3;0.75;21;8;3;21;21;1;1;24;1;0.5;0.666667;0.666667;0.75;2;0.75;64831.75;8;0.666667;4;1;259327;8;1;6;4;12680;4;8;4;666263;4;0;1;64831.75;4;21;5.25;8;8;12680;1;0;12680;0;0;0;0.3;3;0;0;0;633162;0;47494;1;0;0;132;0;0;0;0;0;0;0
1;1;1;9882;0;0;0;7427;9882;0;0;11;2186;0;11;11;0;0;11;1;0;0;0;0;0;0;9882;2186;0;11;0;9882;0;0;0;0;0;1;11;1;7427;11;0;0;9882;11;0;11;11;0;9882;0;9882;0;1;0;1;0;0;0;0;0;0;0;7427;0;0;0;2493;1;0;0;0;0;0;1
0.75;0.379433;0.821429;352885;8;1.1875;15597.6875;401500;125611;9;0.615385;88;11;12;16;107;0.888889;0.666667;23;0.392857;0.615385;1;0.888889;0.692308;8;0.923077;32080.45455;16;0.666667;80;0.75;1665745;11;0.6875;3;13;15313.53333;11;18;21;120000;18;6.5;0.444444;59490.89286;8;19;3.821429;18;5;155683;0.333333;1416182;0;10;0.050225;0.8;0.428571;4;0.625;0.392857;0.309652;167000;0.107143;69338;1;0;0.75;4;0.003546;3;5;3;0;3;1
0.619048;0.581081;0.904762;459292;5;1.909091;36982.54546;753000;122083;7;0.454545;65;8;9;34;129;0.714286;0.555556;45;0.47619;0.363636;0.8;0.571429;0.636364;4;0.818182;45929.2;13;0.444444;82;0.777778;1144294;8;0.636364;6.222222;11;27389;10;26;13;400000;26;10.555556;0.222222;54490.19048;9.111111;21;6.142857;26;5;239126;0.222222;737486;0;6;0.061905;0.444444;0;2;0.272727;0.285714;0.277812;400000;0;70324;0;0.047619;0.571429;51;0.004505;3;4;3;1;3;1
0.333333;0.090909;0.5;25729;0;0;0;25729;25729;0;0;12;0;0;6;13;0;0;6;0.166667;0;0;0;0;0;0;25729;0;0;13;0;71239;0;0;0.25;0;0;1;6;2;25729;6;1.4;0;11873.16667;2.6;0;2.166667;6;0;38384;0;71239;0;2;0;0.4;0.5;0;0;0.833333;0;9775;0;17017.6;0;0;0.333333;585;0.041958;0;0;0;0;0;0
0.666667;0.122449;1;0;0;0;0;0;0;0;0;5;269;0;0;6;0;0;0;0;0;0;0;0;0;0;0;2380;0;5;0;103516;269;0;1;1;0;0;3;2;0;3;2;0;34505.33333;2.5;0;2;3;0;32741;0;103516;0;2;0;1;0.5;0;0;1;0;20000;0;23129;0;0;0.666667;577;0.040816;0;0;0;0;0;0
0.5;0.122581;0.5;0;0;0;0;0;0;0;0;19;259;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;43653;0;0;0;1;0;0;19;1;0;19;9.5;0;21826.5;19;0;9.5;19;0;0;0;43653;0;2;0;1;0.833333;0;0;1;0;0;0;32000;0;0.5;0;2661;0.122581;0;0;0;0;0;0
0.642857;0.20678;0.857143;44564;0;0;0;39400;22439;0;0;60;284;0;15;61;0;0;18;0.285714;0;0;0;0;0;0;11141;1548;0;57;0;257846;284;0;0.333333;1;0;4;27;9;21341;27;5.75;0;18417.57143;5.181818;0;4.357143;27;0;67433;0;257846;0;7;0;0.545455;0.875;0;0;0.571429;0;40000;0;53955.81818;0;0.214286;0.357143;403;0.010169;0;0;0;0;0;0
0.666667;0.323529;1;0;0;0;0;0;0;0;0;5;1638;0;0;11;0;0;0;0;0;0;0;0;0;0;0;3477;0;5;0;38860;0;0;0;0;0;0;6;2;0;3;3.666667;0;12953.33333;2.5;0;3.666667;3;0;22683;0;38860;0;2;0;1;1;0;0;1;0;0;0;16063.5;0;0.333333;2.333333;2071;0.088235;0;0;0;0;0;1
1;0.857143;1;0;0;6;26051;0;0;0;0;6;184;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26051;0;1;0;1;0;0;6;1;0;0;6;0;26051;0;6;6;6;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;359;0.857143;0;0;0;1;0;0
0.75;0.6;0.75;11878;3;0.75;2969.5;10000;5326;3;1;3;7;3;3;3;1;1;4;0.75;0.333333;0.333333;0.333333;1;1;1;3959.333333;0;0.333333;0;1;11878;0;0.75;0;3;2969.5;3;1;3;4000;0;0;0;2969.5;0;3;0.75;1;1;0;0;0;0;0;0;0;0.058824;0;1;0;1;7000;0.25;0;0;0;0;7;0.2;0;0;0;0;0;1
0.368421;0.111248;0.684211;7258;3;0.75;1814.5;6000;2738;3;1;64;10;3;51;90;1;1;75;0.210526;0.666667;0.666667;0.666667;1;2;1;1814.5;2049;0.666667;14;1;378903;1461;0.75;7.375;3;1814.5;4;48;7;2000;10;2.785714;0.25;19942.26316;2.8;3;4.736842;48;1;73540;0.125;371645;0;2;0.019529;0.2;0.5;0;1;0.736842;1;220100;0.052632;96077.8;1;0.315789;0.473684;10;0.001236;0;0;0;0;0;0
1;1;1;9480;1;5;9480;48158;9480;1;1;5;16;1;5;5;1;1;5;1;1;1;1;1;1;1;9480;16;1;5;1;9480;16;1;5;1;9480;1;5;1;48158;5;0;1;9480;5;5;5;5;5;9480;1;0;9480;0;0;0;0;1;0;0;0;48158;0;48158;0;0;0;138;0;0;0;0;0;0;0
0.636364;0.368421;0.636364;163505;3;0.636364;14864.09091;69000;54413;3;0.428571;7;18;5;7;7;1;0.6;14;0.636364;0.285714;0.666667;0.666667;0.428571;2;0.714286;23357.85714;0;0.4;0;0.6;163505;0;0.636364;0;7;18025.625;7;1;7;20000;0;0;0;14864.09091;0;7;0.636364;1;1;0;0;0;0;0;0;0;0.166667;0;0.454545;0;0.43364;30000;0.181818;0;0;0;0;13;0.052632;0;0;0;0;0;0
0.666667;0.179688;1;69860;0;0;0;161410;57155;0;0;23;444;0;23;23;0;0;69;0.666667;0;0;0;0;0;0;34930;444;0;15;0;115629;444;0;7.5;0;0;2;15;2;150000;15;0;0.5;38543;7.5;0;7.666667;15;0;57155;0.5;115629;0;1;0;0;0;0;0;0.333333;0;150000;0;107500;1;0.333333;0;2215;0.0625;0;0;0;0;0;0
0.583333;0.259615;1;0;0;0;0;0;0;0;0;74;487;0;0;81;0;0;0;0;0;0;0;0;0;0;0;634;0;14;0;1695748;487;0;1;0;0;0;42;7;0;9;6.75;0;141312.3333;2.8;0;6.75;42;0;706498;0;1695748;0;7;0;0.4;1;0;0;1;0;600000;0;237179.4;0;0;1.5;573;0.012821;0;0;0;0;0;1
0.428571;0.280363;0.828571;1259975;3;0;0;1490000;281242;3;0.75;151;35;4;106;247;1;0.75;140;0.257143;0;0;0;0.75;0;1;139997.2222;35;0;121;0.75;2399726;35;0;4;4;0;9;24;15;875000;23;5.423077;0.111111;68563.6;7.5625;0;7.057143;23;0;333971;0;2399726;0;14;0;0.4375;0;0;0;0.685714;0;535758;0;214039.9375;3;0.342857;0.8;186;0.005675;0;0;0;0;0;0
0.71875;0.688119;0.828125;1265593;21;1.702128;20898.19149;734900;279800;25;0.488372;177;5;32;102;278;0.84;0.65625;169;0.671875;0.255814;0.52381;0.44;0.581395;11;0.744186;29432.39535;8;0.34375;99;0.78125;3546152;5;0.702128;7.785714;43;12014.81482;43;42;46;60000;42;14.666667;0.428571;55408.625;33;80;4.34375;42;6;566405;0.357143;2563937;0;10;0.028562;0;0.090909;9;0.234043;0.078125;0.225746;703000;0.03125;434333.3333;1;0;0.015625;19;0.002475;5;13;4;3;5;0
0.45;0.172464;0.8;103407;1;3;7244.5;87967;29379;1;0.333333;63;23;2;55;119;1;0.5;60;0.35;0.333333;1;1;0.333333;1;0.666667;14772.42857;23;0.5;84;0.5;332170;23;1;7;3;9216;7;23;9;23271;17;4.923077;0.125;16608.5;6;6;5.95;13;4;79593;0;317681;9216;7;0;0.5;0.1875;1;0;0.6;0;156500;0;33959.64286;1;0.25;0.4;176;0.002899;1;0;1;0;1;0
0.535714;0.333333;0.928571;72679;5;0.733333;6653.933333;77000;15145;7;0.333333;17;18;12;15;26;0.714286;0.416667;23;0.5;0.133333;0.4;0.285714;0.466667;2;0.8;5191.357143;372;0.166667;5;0.583333;568973;18;0.466667;1.6;15;6252.272727;14;5;15;13000;5;1.375;0.6;20320.46429;5;11;0.928571;2;2;408034;0.6;469164;0;11;0.082072;0;0.25;2;0.4;0.178571;0.559869;500000;0;500000;0;0;0.142857;33;0.012821;1;0;0;3;1;1
0.25;0.40678;0.75;10991;0;0;0;10001;10991;0;0;10;267;0;10;24;0;0;11;0.25;0;0;0;0;0;0;10991;267;0;24;0;39313;267;0;6;1;0;1;10;1;10001;10;7;0;9828.25;8;0;6;10;0;19373;0;39313;0;3;0;0.666667;0;0;0;0.5;0;17070;0;11750.66667;0;0.25;0;573;0;0;0;0;0;0;0
0.6;0.668966;0.8;82431;0;0;0;67085;60303;0;0;74;418;0;56;97;0;0;71;0.4;0;0;0;0;0;0;41215.5;418;0;32;0;184543;1358;0;21;0;0;2;42;3;48730;18;20.5;0.5;36908.6;16;0;19.4;42;0;71302;0.5;184543;0;2;0;1;0.666667;0;1;0.4;0;48730;0.2;35657.5;1;0;0.2;7;0.124138;0;0;0;0;0;0
0;0.56;1;0;0;0;0;0;0;0;0;0;882;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19291;0;0;0;0;0;0;28;0;0;0;28;0;19291;0;0;28;0;0;0;0;19291;0;0;0;0;0.666667;0;0;1;0;0;0;0;0;0;0;1511;0;0;0;0;0;0;0
0.75;0.727273;0.75;47726;3;2;11931.5;306588;40615;3;1;8;9;3;8;8;1;1;10;0.75;1;1;1;1;3;1;15908.66667;9;1;8;1;47726;9;0.75;2;3;11931.5;3;6;3;175418;6;0;0.75;11931.5;2.666667;8;2;6;6;40615;0.75;0;0;0;0;0;0.4;3;0.75;0;0.148996;175418;0.25;102196;0;0;0;16;0;0;0;0;0;0;0
0.5;0.075862;1;0;0;0;0;0;0;0;0;6;3697;0;0;11;0;0;0;0;0;0;0;0;0;0;0;3697;0;11;0;49834;3697;0;5;0;0;0;6;1;0;6;5.5;0;24917;5.5;0;5.5;6;0;39994;0;49834;0;1;0;0.5;0.5;0;0;1;0;32900;0;21370;0;0;2;4011;0.041379;0;0;0;0;0;0
0.666667;0.214286;0.666667;0;1;2;2120;0;0;1;1;6;23;1;0;6;1;1;0;0;1;1;1;1;1;1;0;23;1;6;1;9806;23;1;2;1;2120;0;4;2;0;4;3;1;3268.666667;2;2;2;4;2;7686;0;7686;2120;2;0.275826;0.666667;0;1;1;0.333333;1;22841;0;10240.33333;0;0;0;81;0.142857;1;0;1;0;1;0
0.3;0.132716;0.9;67598;0;0;0;65094;62138;0;0;9;220;0;5;43;0;0;7;0.2;0;0;0;0;0;0;33799;220;0;12;0;343211;220;0;2;1;0;2;23;3;60000;4;4.75;0;34321.1;1.714286;0;4.3;4;0;101836;0;343211;0;4;0;0.571429;0;0;0;0.8;0;84200;0;55453.14286;0;0.3;0.4;986;0.003086;0;0;0;0;0;0
0.25;0.377778;0.75;74524;7;0.3;9516.5;86429;44079;8;0.777778;17;4;9;17;17;0.875;0.777778;31;0.25;0.333333;0.428571;0.375;0.888889;3;1;24841.33333;11;0.333333;13;0.888889;139244;4;0.1;3.2;9;9516.5;3;13;3;79429;13;0;0.4;11603.66667;6.5;3;1.416667;13;3;44079;0.4;44079;0;1;0.91699;0;0.666667;1;0.7;0;0.424736;79429;0.166667;42714.5;2;0;0;11;0;0;0;0;0;0;0
0.826923;0.616137;0.788462;958565;10;2.2;5771.36;783536;315299;10;0.434783;465;2;12;164;504;1;0.833333;250;0.557692;0.347826;0.8;0.8;0.434783;8;0.521739;33053.96552;22;0.666667;184;0.833333;2061025;20;0.76;6.266667;23;3333.333333;29;58;43;290000;30;18.888889;0.6;39635.09615;10.823529;55;9.692308;58;9;315299;0.6;1916741;0;22;0.022617;0.764706;0;7;0.52;0.307692;0.867;271333;0.057692;69832;5;0;0.134615;2;0.002445;3;6;0;2;3;0
0.5;0.25;0;0;0;0.5;0;500;0;0;0;1;0;0;1;1;0;0;3;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0.5;0;0;1;1;1;500;0;0;0.5;0;0;1;0.5;1;1;0;0.5;0;0;0;0;0;0;1;0;0;0;900;0;0;0;0;0;126;0;0;0;0;0;0;0
0.3125;0.108666;0.75;10144;0;0;0;9855;5200;0;0;38;1449;0;9;79;0;0;12;0.125;0;0;0;0;0;0;5072;1595;0;45;0;423102;1449;0;4.333333;0;0;2;19;5;5200;14;5;0;26443.875;3.75;0;4.9375;14;0;222581;0;423102;0;5;0;0.416667;0;0;0;0.875;0;155000;0;42998.66667;0;0.4375;0.75;1631;0.009629;0;0;0;0;0;0
0;0.153846;1;0;0;0;0;0;0;0;0;0;3273;0;0;2;0;0;0;0;0;0;0;0;0;0;0;3273;0;2;0;10948;3273;0;2;0;0;0;2;0;0;2;2;0;10948;2;0;2;0;0;10948;0;10948;0;0;0;0;0.333333;0;0;1;0;40000;0;40000;0;1;1;3405;0;0;0;0;0;0;0
0.875;0.752294;0.875;110927;2;3.25;10236.5;135790;56128;2;0.5;82;8;4;27;82;1;0.5;34;0.625;0.25;0.5;0.5;0.5;1;1;22185.4;8;0.25;26;0.5;202238;8;0.75;15.25;4;9206;5;51;7;68291;10;27.5;0.75;25279.75;5.2;13;10.25;51;5;56128;0.5;161292;9206;3;0;0.8;0;2;0;0.25;0;68291;0;14325.2;1;0;0.25;161;0.027523;0;0;0;0;0;0
0.869565;0.393701;0.956522;446089;0;0;0;327950;67110;0;0;35;631;0;27;50;0;0;27;0.695652;0;0;0;0;0;0;27880.5625;1241;0;2;0;839049;631;0;7;0;0;16;12;20;40000;2;3.285714;0;36480.3913;2;0;2.173913;3;0;54950;0;839049;0;20;0;1;0.777778;0;0;0.304348;0;70000;0;54950;0;0.086957;0.173913;902;0.015748;0;0;0;0;0;0
0.333333;0.560606;0.333333;180361;0;0;0;99981;180361;0;0;37;136;1;37;37;0;0;37;0.333333;0;0;0;0;0;1;180361;136;0;37;0;180361;0;0;0;1;0;1;37;1;99981;37;0;0;60120.33333;37;0;12.333333;37;0;180361;0;180361;0;2;0;1;0;0;0;0;0;0;0;99981;0;0;0;533;0;0;0;0;0;0;0
0.461538;0.22623;0.461538;6741864;8;1.047619;24867.90476;703711;5990438;8;0.888889;59;2;8;53;69;1;1;162;0.423077;0.555556;0.625;0.625;0.888889;5;0.888889;612896.7273;2193;0.625;8;1;7183884;2;0.428571;2.65;9;8092.1;11;33;12;575000;7;4;0.35;276303.2308;4;22;2.653846;33;6;22023;0.3;6661658;0;2;0.01549;0;0.4375;6;0.904762;0.076923;0.63761;400000;0.384615;55000;3;0.076923;0.076923;6;0.003279;1;3;2;0;1;1
0.636364;0.170213;0.818182;20725;1;0.571429;4747.857143;16000;6575;1;0.2;11;10;2;5;16;1;0.5;10;0.454545;0.2;1;1;0.2;1;0.4;4145;99;0.5;16;0.5;58526;10;0.571429;1.25;5;940;5;5;7;5000;5;2.2;0;5320.545455;2;4;1.454545;5;1;14980;0;25291;0;3;0;0.875;0.111111;0;0.142857;0.181818;0;12722;0.090909;5026.125;0;0.181818;0.363636;7;0.010638;0;10;0;1;0;1
0.4;0.150538;1;7500;2;3;21768;30000;7500;2;0.666667;6;22;2;2;14;1;1;3;0.2;0.333333;0.5;0.5;0.666667;1;0.666667;7500;1113;0.5;4;1;79511;22;0.5;2.666667;3;7500;1;4;2;30000;2;3;0.333333;15902.2;2;6;2.8;4;2;2300;0.333333;35975;7500;1;0.208478;0;0;1;0.5;0.6;1;30000;0;15202;0;0;0.8;64;0.043011;0;0;2;0;0;0
0.911765;0.719451;0.911765;2015120;17;1.9;22004.45;1834499;1233164;18;0.653846;533;7;23;133;577;0.944444;0.73913;235;0.617647;0.461538;0.705882;0.666667;0.692308;12;0.884615;95958.09524;23;0.521739;168;0.782609;4698502;7;0.9;36.545455;26;19038.6;21;121;31;1065417;53;40.363636;0.818182;138191.2353;24;38;16.970588;121;7;1233164;0.454545;4258413;4640;6;0.025865;0.714286;0.181818;4;0.4;0.235294;0.38568;1065417;0;291077;2;0.029412;0;26;0.001247;2;0;0;3;2;0
0.833333;0.50625;0.333333;0;0;0;0;158000;0;0;0;81;950;0;17;81;0;0;23;0.333333;0;0;0;0;0;0;0;950;0;33;0;994410;0;0;0;0;0;2;31;5;90000;27;21.333333;0;165735;16.5;0;13.5;31;0;476548;0;994410;0;4;0;1;1;0;0;0.5;0;0;0;617250;2;0;2.333333;1527;0.0375;0;0;0;0;0;0
0.714286;0.647619;1;482822;3;2;12327;432745;211664;3;1;51;10;3;51;68;1;1;67;0.714286;0.333333;0.333333;0.333333;1;1;1;96564.4;35;0.333333;51;1;715866;10;1;6.333333;3;12327;5;17;5;174000;17;8.5;0.333333;102266.5714;12.75;2;9.714286;17;2;211664;0.333333;703539;12327;3;0.017521;0.75;0.4;1;1;0.285714;1;236779;0;147856.75;1;0;0.571429;46;0.12381;0;0;0;0;0;0
0.892857;0.333333;0.964286;198156;6;1;10625;198586;19665;6;0.428571;31;6;9;30;36;1;0.666667;53;0.857143;0.214286;0.5;0.5;0.428571;3;0.642857;8256.5;2849;0.333333;5;0.666667;211654;6;0.857143;1;14;10168.44444;24;5;25;58901;5;3;0.333333;7559.071429;5;14;1.285714;3;3;5402;0.333333;62904;0;13;0.62163;0;0.181818;1;0.357143;0.071429;0.42728;58901;0.035714;7005;1;0.035714;0.071429;6;0.009259;0;1;0;0;0;1
0.727273;0.653153;0.909091;66116;2;5;59805;69972;52949;3;0.666667;121;23;3;52;145;0.666667;0.666667;70;0.272727;0.666667;1;0.666667;1;2;1;22038.66667;23;0.666667;88;1;408327;23;0;17.5;3;0;3;46;8;49341;35;11.625;0.25;37120.63636;12.571429;5;13.181818;46;0;164937;0.25;348522;0;7;0;0.714286;0.5;0;0;0.636364;0;144768;0;49987.42857;2;0.090909;0.818182;364;0.009009;0;0;3;0;0;1
0.3;0.124011;0.7;43000;0;0;0;38066;43000;0;0;26;439;0;13;47;0;0;14;0.1;0;0;0;0;0;0;43000;439;0;32;0;573160;804;0;2.857143;0;0;1;13;3;38066;13;4.25;0.142857;57316;5.333333;0;4.7;13;0;245323;0;573160;0;2;0;0.166667;0.5;0;0;0.8;0;210795;0;90897.83333;0;0.3;0.6;180;0.007916;0;0;0;0;0;0
0.764706;0.645914;0.941176;1001145;1;1;0;1338349;470798;2;0.25;349;49;3;93;498;0.5;0.333333;225;0.411765;0;0;0;0.5;0;0.75;143020.7143;49;0;175;0.666667;3464211;87;1;38.4;4;0;7;82;13;1000000;51;40.5;0.6;203777.1176;19.444444;1;29.294118;82;1;631041;0.4;3464211;0;10;0;0.777778;0.333333;1;1;0.588235;0;104025;0;96975.44444;1;0;0.352941;31;0.044099;0;0;0;0;0;0
0.5;0.09396;0.833333;1762;2;0.666667;1009;4999;1762;2;1;8;21;2;1;14;1;1;2;0.166667;1;1;1;1;2;1;1762;21;1;7;1;450195;21;0.333333;0.666667;2;1009;1;6;3;4999;6;3.25;0.333333;75032.5;3.5;2;2.333333;6;1;259791;0.333333;447168;0;2;0.006769;0.5;0.48;1;1;0.5;1;16638;0;112389.5;0;0;0.333333;25;0.006711;1;2;1;0;1;0
0.333333;0.055556;0.666667;0;0;0;0;0;0;0;0;1;821;0;0;2;0;0;0;0;0;0;0;0;0;0;0;821;0;1;0;35582;0;0;0;0;0;0;1;1;0;1;0.666667;0;11860.66667;1;0;0.666667;1;0;32676;0;35582;0;1;0;1;0;0;0;1;0;3000;0;26000;0;0.333333;1.333333;461;0.027778;0;0;0;0;0;1
0.666667;0.486486;1;31635;0;0;0;26895;24835;0;0;17;899;0;17;36;0;0;18;0.666667;0;0;0;0;0;0;15817.5;899;0;36;0;119927;899;0;19;0;0;2;19;2;20650;19;19;0;39975.66667;12;0;12;9;0;88292;0;119927;0;2;0;0.666667;0;0;0;0.333333;0;108000;0;44965;0;0.333333;0.333333;1692;0.121622;0;0;0;0;0;0
